x_0,y_0,z_0,phi_0,theta_0
9.762060919637577,0.0,-173.60777651311471,0.0,38.56820468116585
9.749633743613913,0.0,-173.7788498497172,0.0,39.57050749920123
9.734210279654551,0.0,-173.94966914071884,0.0,40.57275773898749
9.715795750559476,0.0,-174.12018223121783,0.0,41.574959447769935
9.69439629378931,0.0,-174.29033693730085,0.0,42.57711506625348
9.670018958855943,0.0,-174.46008114376662,0.0,43.57922637169895
9.811750191919263,0.0,-174.65820939308415,0.0,44.58403923555901
9.780901223203973,0.0,-174.82993378884368,0.0,45.5860116846393
9.74704934400351,0.0,-175.00108190203775,0.0,46.58794324827649
9.710205419139195,0.0,-175.17160132781916,0.0,47.58983510607629
9.670381224642403,0.0,-175.3414398666098,0.0,48.59168840429935
9.793445849533745,0.0,-175.5540741623356,0.0,49.595969416601804
9.74690314239949,0.0,-175.72529199094208,0.0,50.597691915106324
9.697370441397108,0.0,-175.89565904265214,0.0,51.59937875779771
9.644863397607335,0.0,-176.06512322737652,0.0,52.601031060427914
9.589398565149102,0.0,-176.23363274572773,0.0,53.602649933850095
9.530993395664304,0.0,-176.40113610463908,0.0,54.604236485196395
9.469666232543894,0.0,-176.56758213283743,0.0,55.605791818615565
9.405436304897309,0.0,-176.73291999617678,0.0,56.60731703571384
9.338323721267216,0.0,-176.89709921284003,0.0,57.6088132358003
9.26834946309193,0.0,-177.06006966840937,0.0,58.61028151599173
9.195535377917572,0.0,-177.2217816308033,0.0,59.61172297122494
9.119904172362315,0.0,-177.38218576508163,0.0,60.6131386942026
9.041479404835039,0.0,-177.54123314811508,0.0,61.61452977529274
8.960285478010762,0.0,-177.69887528311617,0.0,62.615897302398885
8.876347631065366,0.0,-177.85506411402898,0.0,63.617242360806245
8.789691931671864,0.0,-178.0097520397771,0.0,64.61856603301712
8.700345267761202,0.0,-178.16289192836194,0.0,65.6198693985755
8.608335339049638,0.0,-178.3144371308118,0.0,66.6211535338891
8.513690648335745,0.0,-178.46434149497674,0.0,67.62241951205095
8.416440492569654,0.0,-178.61255937916624,0.0,68.6236684026589
8.316614953697052,0.0,-178.7590456656264,0.0,69.62490127164168
8.214244889281062,0.0,-178.9037557738528,0.0,70.6261191810868
8.109361922904558,0.0,-179.04664567373675,0.0,71.62732318907413
8.00199843435605,0.0,-179.18767189853898,0.0,72.6285143495145
7.8921875496017835,0.0,-179.32679155769122,0.0,73.62969371199634
7.7799631305474275,0.0,-179.46396234942,0.0,74.63086232163596
7.665359764591934,0.0,-179.5991425731883,0.0,75.63202121893852
7.548412753977047,0.0,-179.73229114195584,0.0,76.63317143966256
7.429158104935342,0.0,-179.86336759425024,0.0,77.63431401469347
7.307632516640063,0.0,-179.9923321060498,0.0,78.63544996992391
7.183873369959927,0.0,-180.11914550247084,0.0,79.63658032614133
7.057918716022277,0.0,-180.243769269262,0.0,80.63770609892205
6.929807264587719,0.0,-180.36616556409592,0.0,81.63882829853287
6.799578372239696,0.0,-180.48629722766117,0.0,82.63994792983978
6.667272030392407,0.0,-180.60412779454848,0.0,83.64106599222302
6.532928853120494,0.0,-180.71962150392773,0.0,84.64218347949824
6.396590064813919,0.0,-180.83274331001707,0.0,85.64330137984564
6.2582974876616815,0.0,-180.94345889233566,0.0,86.6444206757437
6.118093528967814,0.0,-181.05173466574232,0.0,87.64554234390988
5.976021168303284,0.0,-181.15753779025437,0.0,88.64666735524713
5.832123944497633,0.0,-181.2608361806453,0.0,89.64779667479576
5.686445942473715,0.0,-181.36159851581942,0.0,90.64893126169036
5.539031779929552,0.0,-181.45979424795968,0.0,91.65007206912354
5.389926593870932,0.0,-181.5553936114457,0.0,92.65122004431197
5.23917602699853,0.0,-181.64836763154298,0.0,93.65237612847051
5.086826213953484,0.0,-181.7386881328564,0.0,94.65354125678735
4.932923767425233,0.0,-181.82632774755035,0.0,95.65471635840635
4.77751576412563,0.0,-181.9112599233294,0.0,96.65590235641108
4.6206497306329934,0.0,-181.99345893118007,0.0,97.65710016781486
4.4623736291104645,0.0,-182.07289987287015,0.0,98.6583107035525
4.302735842902494,0.0,-182.14955868820468,0.0,99.65953486847576
4.141785162013304,0.0,-182.22341216203583,0.0,100.66077356135284
3.979570768471785,0.0,-182.29443793102448,0.0,101.66202767486996
3.816142221586673,0.0,-182.36261449015402,0.0,102.66329809563467
3.6515494430961524,0.0,-182.42792119899082,0.0,103.66458570418351
3.485842702216221,0.0,-182.49033828769416,0.0,104.6658913749894
3.319072600591775,0.0,-182.54984686276885,0.0,105.66721597647265
3.1512900571546325,0.0,-182.60642891256504,0.0,106.66856037101405
2.982546292893277,0.0,-182.66006731251812,0.0,107.66992541496472
2.812892815537453,0.0,-182.71074583013066,0.0,108.671311958665
2.642381404163223,0.0,-182.7584491296944,0.0,109.67272084645617
2.4710640937217954,0.0,-182.80316277675044,0.0,110.67415291669853
2.2989931594969146,0.0,-182.84487324228684,0.0,111.67560900178623
2.126221101494996,0.0,-182.88356790667297,0.0,112.67708992816546
1.9528006287726363,0.0,-182.91923506332745,0.0,113.67859651634876
1.778784643705316,0.0,-182.95186392212244,0.0,114.68012958093328
1.6042262262024787,0.0,-182.98144461252008,0.0,115.68168993061438
1.4291786178725574,0.0,-183.00796818644125,0.0,116.68327836820222
1.253695206143149,0.0,-183.0314266208659,0.0,117.68489569063496
1.077829508340207,0.0,-183.0518128201655,0.0,118.68654268899041
0.9016351557309535,0.0,-183.06912061816456,0.0,119.6882201485
0.7251658775350566,0.0,-183.0833447799328,0.0,120.68992884855516
0.5484754849082056,0.0,-183.0944810033056,0.0,121.69166956271792
0.3716178549030487,0.0,-183.1025259201351,0.0,122.69344305872512
0.19464691441138227,0.0,-183.1074770972678,0.0,123.69525009849343
0.01761662409278989,0.0,-183.10933303725255,0.0,124.69709143811892
